A&E Design Hans Ehrich Tom Ahlström	1993  870.0,370.0
Vuyile Voyiya	2005  787.0,1073.0
Vuyile Voyiya	2005  787.0,1070.0
Vuyile Voyiya	2005  785.0,1070.0
Vuyile Voyiya	2005  788.0,1072.0
Vuyile Voyiya	2005  784.0,1077.0
W. Archibald Welden	1954  57.0,155.0
W. Baxter	1919  219.0,140.0
W. Doessler	2114  308.0,232.0
Wade Guyton	2014  273.0,203.0
Wade Guyton	2015  2130.0,1749.0
Wade Guyton	2017  1180.0,796.0
Wade Guyton	2017  2134.0,1753.0
Wael Shawky	2014  296.0,209.0
Wahlpartie	2002  470.0,315.0
Walasse Ting	1972  550.0,759.0
Waldemar Cordeiro	1971  610.0,445.0
Waldemar Kutner	1953  274.0,208.0
Waldemar Ohly	1917  308.0,232.0
Waldemar Ohly Wilhelm Schuler Erich Gehre	1417  308.0,232.0
Waldimiro Melgarejo Muñoz	1940  385.0,360.0
Waldimiro Melgarejo Muñoz	1933  378.0,351.0
Walid Raad	2004  431.0,559.0
Walid Raad	2017  279.0,216.0
Walid Raad	2013  440.0,482.0
Walid Raad	2009  565.0,441.0
Wallace Berman	1961  197.0,143.0
Walt Kuhn	1921  289.0,317.0
Walt Kuhn	1925  379.0,268.0
Walt Kuhn	1927  442.0,284.0
Walt Kuhn	1925  254.0,314.0
Walt Kuhn	1925  273.0,336.0
Walt Kuhn	1925  332.0,245.0
Walt Kuhn	1925  315.0,380.0
Walt Kuhn	1925  472.0,325.0
Walt Kuhn	1925  326.0,250.0
Walt Kuhn	1921  290.0,409.0
Walt Kuhn	1921  141.0,209.0
Walt Kuhn	1925  330.0,258.0
Walt Kuhn	1927  516.0,303.0
Walt Kuhn	1920  310.0,287.0
Walt Kuhn	1921  257.0,406.0
Walt Kuhn	1921  385.0,258.0
Walt Kuhn	1925  336.0,201.0
Walt Kuhn	1925  487.0,326.0
Walt Kuhn	1922  280.0,439.0
Walt Kuhn	1927  186.0,287.0
Walt Kuhn	1922  233.0,202.0
Walt Kuhn	1916  232.0,164.0
Walt Kuhn	1915  237.0,159.0
Walt Kuhn	1915  236.0,159.0
Walt Kuhn	1927  163.0,236.0
Walt Kuhn	1926  230.0,317.0
Walt Kuhn	1927  237.0,287.0
Walt Kuhn	1924  255.0,200.0
Walt Kuhn	1927  226.0,315.0
Walt Kuhn	1922  233.0,316.0
Walt Kuhn	1916  283.0,247.0
Walt Kuhn	1922  316.0,229.0
Walt Kuhn	1924  312.0,231.0
Walt Kuhn	1922  130.0,183.0
Walt Kuhn	1927  239.0,158.0
Walt Kuhn	1922  193.0,235.0
Walt Kuhn	1927  234.0,315.0
Walt Kuhn	1923  267.0,313.0
Walt Kuhn	1924  260.0,202.0
Walt Kuhn	1927  481.0,638.0
Walt Kuhn	1924  650.0,504.0
Walt Kuhn	1921  369.0,290.0
Walt Kuhn	1922  250.0,325.0
Walt Kuhn	1927  417.0,317.0
Walt Kuhn	1927  431.0,323.0
Walt Kuhn	1927  431.0,313.0
Walt Kuhn	1927  474.0,317.0
Walt Kuhn	1924  515.0,399.0
Walter De Maria	1973  223.0,300.0
Walter De Maria	1974  760.0,560.0
Walter De Maria	1968  298.0,210.0
Walter De Maria	1966  217.0,342.0
Walter Dexel	1931  148.0,210.0
Walter Dexel	1923  163.0,108.0
Walter Dorwin Teague	1932 a11.5 )
Walter Gramatté	1917  213.0,285.0
Walter Gramatté	1918  530.0,405.0
Walter Gramatté	1918  280.0,210.0
Walter Gramatté	1918  390.0,287.0
Walter Gramatté	1925  538.0,380.0
Walter Gropius	1922  50.0,130.0
Walter Helbig	1925  454.0,324.0
Walter Helbig	1923  457.0,326.0
Walter Helbig	1925  458.0,326.0
Walter Helbig	1917  325.0,455.0
Walter Helbig	1926  472.0,335.0
Walter Helbig	1926  132.0,108.0
Walter Helbig	1926  455.0,325.0
Walter Helbig	1926  452.0,322.0
Walter Helbig	1917  325.0,458.0
Walter Helbig	1916  457.0,325.0
Walter Helbig	1912  326.0,457.0
Walter Helbig	1923  458.0,326.0
Walter Helbig	1920  455.0,325.0
Walter Helbig	1926  457.0,322.0
Walter Helbig	1913  453.0,328.0
Walter Helbig	1915  453.0,325.0
Walter Helbig	1925  453.0,325.0
Walter Helbig	1911  325.0,457.0
Walter Helbig	1918  452.0,328.0
Walter Helbig	1912  456.0,325.0
Walter Helbig	1918  458.0,324.0
Walter Jacob	1919  588.0,460.0
Walter Marques	1966  632.0,456.0
Walter Marques	1966  626.0,454.0
Walter O. Grimm A. Krapp	1819  308.0,232.0
Walter O. Grimm Julius Kaufmann	1419  308.0,232.0
Walter Pach	1921  265.0,205.0
Walter Richard Sickert	1916  290.0,229.0
Walter Richard Sickert	1929  250.0,201.0
Walter Richard Sickert	1915  200.0,140.0
Walter Richard Sickert	1906  320.0,451.0
Walter Richard Sickert	1908  320.0,223.0
Walter Richard Sickert	1915  230.0,163.0
Walter Richard Sickert	1900  250.0,183.0
Walter Richard Sickert	1920  200.0,264.0
Walter Richard Sickert	1915  230.0,162.0
Walter Richard Sickert	1900  280.0,222.0
Walter Richard Sickert	1900  220.0,278.0
Walter Richard Sickert	1920  220.0,284.0
Walter Richard Sickert	1915  270.0,210.0
Walter Richard Sickert	1908  260.0,201.0
Walter Richard Sickert	1915  360.0,264.0
Walter Richard Sickert	1922  380.0,261.0
Walter Richard Sickert	1910  260.0,199.0
Walter Richard Sickert	1915  230.0,273.0
Walter Richard Sickert	1915  370.0,264.0
Walter Richard Sickert	1920  290.0,210.0
Walter Richard Sickert	1886  480.0,384.0
Walter Richard Sickert	1916  270.0,381.0
Walter Richard Sickert	1906  220.0,290.0
Walter Richard Sickert	1922  290.0,211.0
Walter Richard Sickert	1900  160.0,235.0
Walter Richard Sickert	1920  210.0,295.0
Walter Richard Sickert	1922  380.0,265.0
Walter Richard Sickert	1915  530.0,400.0
Walter Richard Sickert	1911  260.0,200.0
Walter Richard Sickert	1915  250.0,200.0
Walter Richard Sickert	1884  410.0,373.0
Walter Richard Sickert	1923  290.0,215.0
Walter Richard Sickert	1923  270.0,184.0
Walter Richard Sickert	1916  320.0,258.0
Walter Richard Sickert	1915  250.0,199.0
Walter Richard Sickert	1915  140.0,230.0
Walter Richard Sickert	1915  200.0,262.0
Walter Richard Sickert	1917  290.0,233.0
Walter Richard Sickert	1915  260.0,200.0
Walter Richard Sickert	1901  240.0,310.0
Walter Richard Sickert	1910  270.0,213.0
Walter Richard Sickert	1928  260.0,201.0
Walter Richard Sickert	1900  290.0,230.0
Walter Richard Sickert	1907  370.0,264.0
Walter Richard Sickert	1915  300.0,257.0
Walter Richard Sickert	1916  300.0,234.0
Walter Richard Sickert	1905  400.0,262.0
Walter Richard Sickert	1905  250.0,163.0
Walter Richard Sickert	1915  220.0,269.0
Walter Richard Sickert	1894  160.0,237.0
Walter Richard Sickert	1915  330.0,267.0
Walter Richard Sickert	1887  100.0,69.0
Walter Richard Sickert	1908  320.0,261.0
Walter Richard Sickert	1919  290.0,229.0
Walter Richard Sickert	1915  150.0,226.0
Walter Richard Sickert	1915  330.0,262.0
Walter Richard Sickert	1920  390.0,282.0
Walter Richard Sickert	1924  260.0,152.0
Walter Robinson	1981  562.0,711.0
Walter Robinson	1980  562.0,355.0
Walter Rogalski	1951  438.0,543.0
Walter Rogalski	1961  357.0,504.0
Walter Rogalski	1951  471.0,550.0
Walter Ruttmann	1920  210.0,157.0
Walter Seifert	1932  297.0,419.0
Walter Stöhrer	1962  523.0,770.0
Walter Von Nessen	1927 a153.7 ) 
Walter Von Nessen	1928 a30.5 ) 
Walter William Barker	1951  510.0,405.0
Walter Zapp	1936  16.0,95.0
Walter Zeischegg	1967 a13.3 ) 
Waltercio Caldas	1973  318.0,477.0
Waltercio Caldas	1996  308.0,268.0
Walther Klemm	1917  283.0,217.0
Walther Klemm	1917  279.0,214.0
Walther Klemm	1916  356.0,279.0
Walther Teutsch	1919  275.0,217.0
Walton Ford	2004  548.0,408.0
Waltrud Markgraf	1965  507.0,663.0
Wanda Gág	1932  349.0,463.0
Wanda Gág	1935  293.0,404.0
Wanda Gág	1935  404.0,292.0
Wanda Gág	1935  402.0,294.0
Wanda Gág	1930  210.0,190.0
Wanda Gág	1927  293.0,403.0
Wanda Gág	1926  362.0,490.0
Wanda Gág	1931  338.0,481.0
Wanda Gág	1929  402.0,295.0
Wanda Gág	1929  294.0,404.0
Wanda Gág	1930  351.0,448.0
Wangechi Mutu	2006  263.0,201.0
Wangechi Mutu	2006  265.0,200.0
Wangechi Mutu	2006  265.0,201.0
Wangechi Mutu	2006  265.0,203.0
Wangechi Mutu	2006  260.0,193.0
Wangechi Mutu	2006  265.0,202.0
Wangechi Mutu	2006  262.0,200.0
Ward Bennett	1980  235.0,23.0
Ward Bennett	1985 a23.2 .3 ) 
Ward Jackson	1997  323.0,247.0
Wardell Milan	2008  254.0,197.0
Warrington Colescott	1963  517.0,700.0
Warrington Colescott	1963  550.0,731.0
Warrington Colescott	1963  544.0,725.0
Warrington Colescott	1970  378.0,321.0
Warrington Colescott	1970  415.0,362.0
Warrington Colescott	1966  565.0,759.0
Warrington Colescott	1970  381.0,325.0
Warrington Colescott	1970  379.0,325.0
Warrington Colescott	1970  379.0,322.0
Warrington Colescott	1973  763.0,565.0
Warrington Colescott	1970  378.0,322.0
Warrington Colescott	1970  380.0,322.0
Wayne Thiebaud	1970  570.0,764.0
Wayne Thiebaud	1963  251.0,201.0
Wayne Thiebaud	1964  381.0,279.0
Wayne Thiebaud	1963  250.0,202.0
Wendell Brooks	1961  764.0,559.0
Werner Büttner	3111  255.0,177.0
Werner Drewes	1937  233.0,302.0
Werner Drewes	1934  391.0,277.0
Werner Drewes	1934  310.0,436.0
Werner Drewes	1934  277.0,360.0
Werner Drewes	1937  303.0,231.0
Werner Drewes	1954  668.0,511.0
Werner Drewes	1981  610.0,489.0
Werner Gothein	1918  217.0,285.0
Werner Knaupp	1966  449.0,505.0
West Bend Aluminum Co. Wisconsin	1948 a27.3 )
Wiel Arets	1997  280.0,432.0
Wifredo Lam	1953  210.0,155.0
Wifredo Lam	1953  218.0,160.0
Wifredo Lam	1969  651.0,508.0
Wifredo Lam	1967  657.0,505.0
Wifredo Lam	1973  750.0,564.0
Wifredo Lam	1953  442.0,579.0
Wifredo Lam	1965  240.0,200.0
Wifredo Lam	1947  240.0,203.0
Wifredo Lam	1947  420.0,331.0
Wifredo Lam	1952  378.0,568.0
Wifredo Lam	1953  218.0,335.0
Wifredo Lam	1953  208.0,154.0
Wilfred Graf Schwerin Von Krosigk	1997  324.0,247.0
Wilfred M. Zogbaum	1937  304.0,235.0
Wilfred Pezold	1980 a1.9 ) 
Wilhelm Gimmi	1930  290.0,225.0
Wilhelm Lehmbruck	1914  403.0,280.0
Wilhelm Lehmbruck	1914  564.0,410.0
Wilhelm Lehmbruck	1911  388.0,296.0
Wilhelm Lehmbruck	1914  292.0,210.0
Wilhelm Lehmbruck	1914  420.0,293.0
Wilhelm Lehmbruck	1914  459.0,288.0
Wilhelm Lehmbruck	1911  457.0,326.0
Wilhelm Lehmbruck	1912  311.0,230.0
Wilhelm Lehmbruck	1910  234.0,295.0
Wilhelm Lehmbruck	1911  431.0,319.0
Wilhelm Lehmbruck	1918  478.0,377.0
Wilhelm Lehmbruck	1912  421.0,330.0
Wilhelm Lehmbruck	1914  274.0,362.0
Wilhelm Lehmbruck	1912  292.0,208.0
Wilhelm Lehmbruck	1910  328.0,253.0
Wilhelm Lehmbruck	1915  306.0,221.0
Wilhelm Lehmbruck	1911  320.0,251.0
Wilhelm Lehmbruck	1911  294.0,230.0
Wilhelm Lehmbruck	1911  401.0,294.0
Wilhelm Lehmbruck	1912  233.0,406.0
Wilhelm Lehmbruck	1915  286.0,210.0
Wilhelm Lehmbruck	1915  417.0,313.0
Wilhelm Lehmbruck	1914  440.0,308.0
Wilhelm Lehmbruck	1910  370.0,282.0
Wilhelm Lehmbruck	1914  492.0,379.0
Wilhelm Lehmbruck	1911  327.0,257.0
Wilhelm Lehmbruck	1912  305.0,248.0
Wilhelm Lehmbruck	1913  385.0,295.0
Wilhelm Lehmbruck	1914  580.0,443.0
Wilhelm Sasnal	2012  533.0,378.0
Wilhelm Sasnal	2012  533.0,379.0
Wilhelm Schmid	1917  285.0,218.0
Wilhelm Schuler	2818  308.0,232.0
Wilhelm Schuler	1918  308.0,232.0
Wilhelm Wagenfeld	1959 a6.8 ) 
Wilhelm Wagenfeld	1935 a10.4 ) 
Wilhelm Wagenfeld	1935  165.0,85.0
Wilhelm Wagenfeld	1935  111.0,85.0
Wilhelm Wagenfeld	1935 a7.8 ) 
Wilhelm Wagenfeld	1935 a6.9 ) 
Wilhelm Wagenfeld	1935 a10.9 ) 
Wilhelm Wagenfeld	1932  114.0,254.0
Wilhelm Wagenfeld	1932  76.0,79.0
Wilhelm Wagenfeld	1932  38.0,110.0
Wilhelm Wagenfeld	1932  102.0,152.0
Wilhelm Wagenfeld	1935 a8.5 ) 
Wilhelm Wagenfeld Carl Jakob Jucker	1923 a14 ) . 
Wilhelm Wagner	1916  356.0,279.0
Will Barnet	2005  378.0,256.0
Will Barnet	2002  365.0,292.0
Will Barnet	1964  831.0,563.0
Will Barnet	1951  565.0,508.0
Will Barnet	2002  360.0,285.0
Will Barnet	1975  1002.0,936.0
Will Barnet	1997  244.0,320.0
Will Insley	1972  759.0,762.0
Willem Breuker	1972  296.0,420.0
Willem de Kooning	1967  435.0,566.0
Willem de Kooning	1984 a45.5 ) 
Willem de Kooning	1967  304.0,228.0
Willem de Kooning	1988  381.0,268.0
Willem de Kooning	1966  254.0,203.0
Willem de Kooning	1970  748.0,940.0
Willem de Kooning	1970  400.0,324.0
Willem de Kooning	1971  762.0,570.0
Willem de Kooning	1960  1166.0,807.0
Willem de Kooning	1970  711.0,1017.0
Willem de Kooning	1970  1030.0,717.0
Willem de Kooning	1971  1303.0,942.0
Willem de Kooning	1967  304.0,456.0
Willem de Kooning	1970  1460.0,940.0
Willem de Kooning	1970  1289.0,975.0
Willem de Kooning	1970  1081.0,763.0
Willem de Kooning Harold Rosenberg	1960  428.0,500.0
Willem de Ridder	1964  52.0,41.0
Willem de Ridder	1964  100.0,120.0
Willem de Ridder	1964  186.0,128.0
Willem de Ridder	1980  100.0,120.0
Willem van Leusden	1951  233.0,351.0
Willem van Leusden	1952  297.0,408.0
Willem van Leusden	1953  451.0,360.0
Willi Baumeister	1937  544.0,417.0
Willi Baumeister	1947  491.0,618.0
Willi Baumeister	1925  427.0,267.0
Willi Ruge	1931  140.0,203.0
Willi Ruge	1931  204.0,141.0
Willi Tegtmeier Franz Schulze Conrad Felixmüller Karl Jacob Hirsch	1919  308.0,232.0
Willi Tegtmeier Herbert Anger Erich Gehre Rüdiger Berlit	1919  308.0,232.0
Willi Titze	1921  418.0,320.0
William Anthony	1968  350.0,500.0
William Brice	1962  567.0,379.0
William Childress	1979  216.0,279.0
William Copley	1964  330.0,434.0
William Copley	1964  566.0,764.0
William Copley	1964  483.0,385.0
William Copley	1968  255.0,172.0
William Crutchfield	1970  318.0,291.0
William Crutchfield	1971  786.0,583.0
William Frederick Weege III	1967  584.0,457.0
William Gropper	1957  410.0,310.0
William Gropper	1957  413.0,310.0
William Gropper	1967  572.0,772.0
William Gropper	1957  409.0,321.0
William Gropper	1957  410.0,318.0
William Gropper	1957  413.0,312.0
William Gropper	1957  410.0,317.0
William Gropper	1957  410.0,320.0
William Gropper	1969  318.0,255.0
William Gropper	1957  419.0,317.0
William Gropper	1957  412.0,310.0
William Gropper	1957  420.0,318.0
William Gropper	1957  411.0,310.0
William Gropper	1950  502.0,653.0
William Gropper	1967  195.0,255.0
William Gropper	1957  410.0,319.0
William Gropper	1957  420.0,321.0
William Gropper	1957  419.0,318.0
William Gropper	1957  410.0,311.0
William Gropper	1939  401.0,297.0
William Gropper	1957  411.0,319.0
William Gropper	1957  419.0,319.0
William Gropper	1957  418.0,318.0
William Gropper	1957  413.0,319.0
William Gropper	1967  360.0,258.0
William Gropper	1957  412.0,311.0
William Gropper	1957  414.0,318.0
William Gropper	1967  460.0,356.0
William Gropper	1967  262.0,570.0
William Gropper	1957  411.0,313.0
William H. Johnson	1941  454.0,349.0
William Kentridge	2005  283.0,330.0
William Kentridge	1980  835.0,455.0
William Kentridge	2007  1603.0,1213.0
William Kentridge	2007  345.0,398.0
William Kentridge	2002  568.0,762.0
William Kentridge	2006  387.0,428.0
William Kentridge	2006  387.0,426.0
William Kentridge	2007  382.0,428.0
William Kentridge	2007  385.0,429.0
William Kentridge	2007  388.0,430.0
William Kentridge	2007  385.0,427.0
William Kentridge	2007  385.0,428.0
William Kentridge	1989  1608.0,1096.0
William Kentridge	1998  347.0,497.0
William Kentridge	2008  350.0,400.0
William Kentridge	2001  356.0,295.0
William Kentridge	2006  353.0,277.0
William Kentridge	2006  358.0,286.0
William Kentridge	2006  534.0,350.0
William Kentridge	2006  354.0,285.0
William Kentridge	2006  355.0,276.0
William Kentridge	2006  355.0,280.0
William Kentridge	2006  340.0,268.0
William Kentridge	2006  337.0,278.0
William Kentridge	2006  344.0,270.0
William Kentridge	2006  362.0,280.0
William Kentridge	2006  340.0,274.0
William Kentridge	2006  346.0,270.0
William Kentridge	2006  360.0,267.0
William Kentridge	2006  350.0,274.0
William Kentridge	2006  360.0,283.0
William Kentridge	2006  350.0,273.0
William Kentridge	2006  347.0,267.0
William Kentridge	2006  355.0,288.0
William Kentridge	2006  340.0,267.0
William Kentridge	2006  358.0,278.0
William Kentridge	2006  354.0,280.0
William Kentridge	2006  362.0,288.0
William Kentridge	2000  2200.0,1015.0
William Kentridge	2008  343.0,572.0
William Kentridge	1991  328.0,439.0
William Kentridge	1991  326.0,440.0
William Kentridge	1991  322.0,440.0
William Kentridge	1991  325.0,411.0
William Kentridge	1991  327.0,442.0
William Kentridge	2001  133.0,90.0
William Kentridge	1997  350.0,498.0
William Kentridge	1997  350.0,496.0
William Kentridge	1997  355.0,495.0
William Kentridge	1991  328.0,441.0
William Kentridge	1997  355.0,498.0
William Kentridge	1997  358.0,499.0
William Kentridge	1997  360.0,495.0
William Kentridge	1997  351.0,499.0
William Kentridge	1997  355.0,497.0
William Kentridge	2003  782.0,943.0
William Kentridge	2003  242.0,292.0
William Kentridge	2003  242.0,291.0
William Kentridge	2005  284.0,336.0
William Kentridge	2005  284.0,333.0
William Kentridge	2005  282.0,332.0
William Kentridge	2005  284.0,330.0
William Kentridge	2005  285.0,330.0
William Kentridge	2007  386.0,428.0
William Kentridge	2007  388.0,428.0
William Kentridge	2005  292.0,330.0
William Kentridge	1989  1660.0,976.0
William Kentridge	2000  275.0,4230.0
William Kentridge	2000  2502.0,978.0
William Kentridge	2005  285.0,328.0
William Kentridge	2005  283.0,326.0
William Kentridge	2005  280.0,330.0
William Kurelek	1965  663.0,508.0
William Leavitt	2012  305.0,424.0
William Leavitt	1992  343.0,594.0
William Leavitt	1972  296.0,420.0
William Leavitt	1992  344.0,657.0
William Leavitt	1992  381.0,556.0
William Leavitt	1985  290.0,229.0
William Leavitt	1975  291.0,234.0
William Leavitt Bas Jan Ader	1969  133.0,184.0
William Leavitt Bas Jan Ader	1969  227.0,191.0
William Leavitt Bas Jan Ader	1970  229.0,178.0
William Leavitt Bas Jan Ader	1969  292.0,229.0
William Leavitt Bas Jan Ader	1970  222.0,286.0
William Leavitt Bas Jan Ader	1969  152.0,228.0
William Leavitt Bas Jan Ader	1969  305.0,229.0
William Majors	1965  350.0,430.0
William Majors	1963  510.0,635.0
William Majors	1966  567.0,781.0
William Majors	1965  375.0,463.0
William Newzam Prior Nicholson	1900  237.0,175.0
William Newzam Prior Nicholson	1897  368.0,280.0
William Pettet	1969  508.0,660.0
William Ronald	1965  663.0,508.0
William Ross Abrams	1949  368.0,441.0
William Schwedler	1968  342.0,271.0
William Scott	1928  404.0,608.0
William Scott	1970  595.0,886.0
William Scott	1970  592.0,778.0
William Scott	1962  578.0,810.0
William Stone Reverón	1973  754.0,766.0
William T. Williams	1970  594.0,444.0
William Tillyer	1973  790.0,582.0
William Tucker	1979  3347.0,1444.0
William Wegman	1974  279.0,241.0
William Zorach	1918  260.0,115.0
William Zorach	1916  210.0,280.0
William Zorach	1916  400.0,281.0
William Zorach	1915  260.0,251.0
Willie Cole	2005  765.0,563.0
Willie Cole	1992  889.0,813.0
Willie Cole	1999  1260.0,1560.0
Willie Cole	1997  1420.0,2660.0
Willie Cole	1991  1050.0,761.0
Willy Jaeckel	1916  356.0,279.0
Willy Ørskov	1969  296.0,420.0
Wilson Bigaud	1947  252.0,208.0
Wim Beuning	1941  482.0,642.0
Wim Gijzen	1981  290.0,210.0
Winfried Reinbacher	1961  380.0,538.0
Wladyslaw Strzemiński	1936  293.0,207.0
Wladyslaw Strzemiński Katarzyna Kobro	1930  216.0,190.0
Wolf Karnagel	1982 a8.2 ) 
Wolf Vostell	1971  210.0,230.0
Wolf Vostell	1963  147.0,105.0
Wolf Vostell	1965  220.0,107.0
Wolf Vostell	1971  470.0,625.0
Wolf Vostell	1971  480.0,622.0
Wolf Vostell	1981  290.0,210.0
Wolf Vostell	1965  310.0,375.0
Wolf Vostell	1962  294.0,208.0
Wolfgang Gäfgen	1972  764.0,558.0
Wolfgang Gäfgen	1972  760.0,557.0
Wolfgang Gäfgen	1976  560.0,755.0
Wolfgang Laib	1994  493.0,410.0
Wolfgang Schneider Beatrix Zobl	2002  465.0,315.0
Wolfgang Tillmans	2006  202.0,136.0
Wolfgang Tillmans	1995  467.0,315.0
Wols (A. O. Wolfgang Schulze)	1948  188.0,122.0
Wols (A. O. Wolfgang Schulze)	1965  240.0,200.0
Wols (A. O. Wolfgang Schulze)	1948  240.0,152.0
Wols (A. O. Wolfgang Schulze)	1948  243.0,158.0
Wols (A. O. Wolfgang Schulze)	1948  243.0,155.0
Wols (A. O. Wolfgang Schulze)	1948  248.0,158.0
Wols (A. O. Wolfgang Schulze)	1946  162.0,125.0
Wols (A. O. Wolfgang Schulze)	1948  248.0,166.0
Wols (A. O. Wolfgang Schulze)	1948  247.0,156.0
Wols (A. O. Wolfgang Schulze)	1949  320.0,250.0
Wols (A. O. Wolfgang Schulze)	1946  161.0,124.0
Wols (A. O. Wolfgang Schulze)	1949  188.0,140.0
Wols (A. O. Wolfgang Schulze)	1949  190.0,145.0
Wols (A. O. Wolfgang Schulze)	1948  195.0,127.0
Woody van Amen	1981  290.0,210.0
Worden Day	1948  448.0,556.0
Wout van Heusden	1939  635.0,403.0
Wyatt Kahn	2017  1255.0,1131.0
Xanti Schawinsky	1935  279.0,216.0
Xanti Schawinsky	1951  645.0,496.0
Xu Bing	1987  667.0,852.0
Xu Bing	1993  340.0,260.0
Xu Bing	1987  648.0,887.0
Xu Bing	1995  725.0,4483.0
Xu Bing	1987  668.0,905.0
Xu Bing	1988  669.0,910.0
Xu Bing	1987  668.0,910.0
Xu Bing	1987  665.0,905.0
Xu Bing	1988  665.0,905.0
Xu Bing	1987  660.0,910.0
Xu Bing	1987  664.0,906.0
Xu Bing	1987  667.0,905.0
Yamaguchi Gen	1963  521.0,473.0
Yamaguchi Gen	1959  331.0,257.0
Yamaguchi Gen	1963  545.0,411.0
Yang Fudong	2006  501.0,751.0
Yasuhide Kobashi	1961  394.0,266.0
